GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C8J001,C8O001
"G2800690","1980","A","3","6","Mississippi","28",,"Kemper","069",,,,,,,,,,,,,"06",,,,,,,,"KEMPER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23500,49
"G2800710","1980","A","3","6","Mississippi","28",,"Lafayette","071",,,,,,,,,,,,,"04",,,,,,,,"LAFAYETTE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37100,152
"G2800730","1980","A","3","6","Mississippi","28",,"Lamar","073",,,,,,,,,,,,,"07",,,,,,,,"LAMAR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",37800,144
"G2800750","1980","A","3","6","Mississippi","28",,"Lauderdale","075",,,,,,,,,,,,,"06",,,,,,,,"LAUDERDALE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31800,116
"G2800770","1980","A","3","6","Mississippi","28",,"Lawrence","077",,,,,,,,,,,,,"06",,,,,,,,"LAWRENCE COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",29000,89
"G2800790","1980","A","3","6","Mississippi","28",,"Leake","079",,,,,,,,,,,,,"06",,,,,,,,"LEAKE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",22100,85
"G2800810","1980","A","3","6","Mississippi","28",,"Lee","081",,,,,,,,,,,,,"05",,,,,,,,"LEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36200,132
"G2800830","1980","A","3","6","Mississippi","28",,"Leflore","083",,,,,,,,,,,,,"01",,,,,,,,"LEFLORE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",31700,79
"G2800850","1980","A","3","6","Mississippi","28",,"Lincoln","085",,,,,,,,,,,,,"03",,,,,,,,"LINCOLN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",28500,98
"G2800870","1980","A","3","6","Mississippi","28",,"Lowndes","087",,,,,,,,,,,,,"05",,,,,,,,"LOWNDES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36700,132
"G2800890","1980","A","3","6","Mississippi","28",,"Madison","089",,,,,,,,,,,,,"02",,,,,,,,"MADISON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36300,104
"G2800910","1980","A","3","6","Mississippi","28",,"Marion","091",,,,,,,,,,,,,"06",,,,,,,,"MARION COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",27800,83
"G2800930","1980","A","3","6","Mississippi","28",,"Marshall","093",,,,,,,,,,,,,"02",,,,,,,,"MARSHALL COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",28600,69
"G2800950","1980","A","3","6","Mississippi","28",,"Monroe","095",,,,,,,,,,,,,"05",,,,,,,,"MONROE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",28400,87
"G2800970","1980","A","3","6","Mississippi","28",,"Montgomery","097",,,,,,,,,,,,,"06",,,,,,,,"MONTGOMERY COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",22800,69
"G2800990","1980","A","3","6","Mississippi","28",,"Neshoba","099",,,,,,,,,,,,,"06",,,,,,,,"NESHOBA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27100,72
"G2801010","1980","A","3","6","Mississippi","28",,"Newton","101",,,,,,,,,,,,,"06",,,,,,,,"NEWTON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",24200,71
"G2801030","1980","A","3","6","Mississippi","28",,"Noxubee","103",,,,,,,,,,,,,"05",,,,,,,,"NOXUBEE COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1",21200,49
"G2801050","1980","A","3","6","Mississippi","28",,"Oktibbeha","105",,,,,,,,,,,,,"05",,,,,,,,"OKTIBBEHA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38700,146
"G2801070","1980","A","3","6","Mississippi","28",,"Panola","107",,,,,,,,,,,,,"02",,,,,,,,"PANOLA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",26200,70
"G2801090","1980","A","3","6","Mississippi","28",,"Pearl River","109",,,,,,,,,,,,,"07",,,,,,,,"PEARL RIVER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33600,109
